sample_group,product_key,platform,product_id,product_name,brand,category,base_skin_type,total_review_count,skin_review_count,skin_positive_count,skin_neutral_count,skin_negative_count,skin_positive_rate,skin_neutral_rate,skin_negative_rate,skin_confidence_label,caution_level,caution_message,top_skin_need_tags,top_skin_concern_tags,skin_concern_code_count,manual_check_note
high_negative_signal_samples,oliveyoung::A000000225573,oliveyoung,A000000225573,"[파데프리/톤업] 조선미녀 데일리 틴티드 선세럼 50ml (+커버핏 퍼프 증정), (기획/단품)",조선미녀,suncare,건성,258,22,10,4,8,0.4545,0.1818,0.3636,비교적 신뢰 가능,high_negative_signal,선택 피부 타입 리뷰에서 부정 반응 비율이 상대적으로 높습니다. 구매 전 부정 리뷰를 먼저 확인하세요.,,"보습, 미백, 각질, 주름, 탄력",3,"neg_review_text 샘플: [내 피부는 좁쌀, 요철, 모공, 여드름, 흉터, 속드름 다 있는 피부임. 제형은 뭔가 워터블러틴트 중에 묽은 제형이랑 만졌을 때 비슷하게 느껴졌음. 기획으로 들어있던 퍼프로 발라봤을 때랑 손으로 발랐을 때랑 차이를 ]"
high_negative_signal_samples,oliveyoung::A000000231836,oliveyoung,A000000231836,[수지pick/올영단독] 아누아 데일리케어 마스크팩 5매 기획 8종(+1매 추가 증정),아누아,maskpack,건성,301,19,10,4,5,0.5263,0.2105,0.2632,참고 가능,high_negative_signal,선택 피부 타입 리뷰에서 부정 반응 비율이 상대적으로 높습니다. 구매 전 부정 리뷰를 먼저 확인하세요.,,"보습, 주름, 미백, 각질, 모공",2,"neg_review_text 샘플: [친구가 이거 좋다고 해서 써봤는데 저한텐 안맞았어요ㅠㅠ 오히려 피부 더 뒤집어짐]"
high_negative_signal_samples,oliveyoung::A000000170402,oliveyoung,A000000170402,[올영단독] 원데이즈유 피지쏙쏙 노 모어 블랙헤드 100ml 기획 (+코팩 패드 10매 증정),원데이즈유,cleansing,복합성,234,17,11,1,5,0.6471,0.0588,0.2941,참고 가능,high_negative_signal,선택 피부 타입 리뷰에서 부정 반응 비율이 상대적으로 높습니다. 구매 전 부정 리뷰를 먼저 확인하세요.,,"미백, 보습, 각질, 트러블, 모공",1,"neg_review_text 샘플: [하……… 이걸 왜 샀지 최악의 제품 걍 모공에서 피지가 나올 생각을 안 해여 제발 이거 살 돈으로 다른 거 사셈]"
high_negative_signal_samples,oliveyoung::A000000184159,oliveyoung,A000000184159,[추가증정기획/뽀송 무기자차] 메이크프렘 유브이 디펜스 미 노세범 선크림 40ml+40ml 기획 (택 1),메이크프렘,suncare,건성,209,32,23,1,8,0.7188,0.0312,0.25,비교적 신뢰 가능,high_negative_signal,선택 피부 타입 리뷰에서 부정 반응 비율이 상대적으로 높습니다. 구매 전 부정 리뷰를 먼저 확인하세요.,,"미백, 모공, 보습, 주름, 트러블",14,neg_review_text 샘플: [실패.. 너무 건조해요 극지성이라면 마음에 들겠지만 수부지는 너무 건조해서 사용 중단.. 뽀송해서 그런지 지속력은 좋아요. 하지만 그만큼 세정할때도 오래 걸림 이차세안 필수]
high_negative_signal_samples,oliveyoung::A000000219554,oliveyoung,A000000219554,[산뜻진정] 구달 맑은 어성초 진정 무기자차 선크림 50ml 1+1 기획,구달,suncare,건성,266,18,7,5,6,0.3889,0.2778,0.3333,참고 가능,high_negative_signal,선택 피부 타입 리뷰에서 부정 반응 비율이 상대적으로 높습니다. 구매 전 부정 리뷰를 먼저 확인하세요.,,"보습, 미백, 탄력, 각질, 주름",1,"neg_review_text 샘플: [최최최악 저는 지성이라 무조건 여름에는 매트파운데이션씁니다(에스티로더, 웨메 워터벨벳 파데 섞거나 단독으로)  유튜버가 화잘먹 선크림이라길래 무기자차 별로 안좋아하는데 1+1에 올영세일이길래 사봤어요.  톤업기]"
high_negative_signal_samples,oliveyoung::A000000184643,oliveyoung,A000000184643,[모공쏙폼] 메디필 레드 락토 콜라겐 클리어 폼 2.0 대용량 300ml 기획 (+해면),메디필,cleansing,복합성,278,23,17,0,6,0.7391,0.0,0.2609,비교적 신뢰 가능,high_negative_signal,선택 피부 타입 리뷰에서 부정 반응 비율이 상대적으로 높습니다. 구매 전 부정 리뷰를 먼저 확인하세요.,,"주름, 미백, 모공, 트러블, 보습",1,neg_review_text 샘플: [이거 쓰고 얼굴에 뭐 엄청 올라왔어요.. 저처럼 민감성이시고 홍조피부이신 분들 완저 ㄴ 비추..ㅠㅜ]
high_negative_signal_samples,oliveyoung::A000000165797,oliveyoung,A000000165797,[대용량/올영단독] 넘버즈인 1번 말끔 순삭 클렌징 오일 400ml 대용량,넘버즈인,cleansing,건성,240,15,10,1,4,0.6667,0.0667,0.2667,참고 가능,high_negative_signal,선택 피부 타입 리뷰에서 부정 반응 비율이 상대적으로 높습니다. 구매 전 부정 리뷰를 먼저 확인하세요.,,"미백, 주름, 각질, 보습, 탄력",2,"neg_review_text 샘플: [저는 수부지 피부이며, 모공이 많은편입니다~ 타사제품보다 오일이 무거우면서도 블랙헤드나 모공 클렌징이 좀 약한 편입니다. 그래서 사용시 더 많은 양을 사용하거나 오랜 시간 클렌징이 필요합니다. 근데 그러다보면 자]"
high_negative_signal_samples,oliveyoung::A000000114166,oliveyoung,A000000114166,[각질/피지] 스트라이덱스 센시티브 패드 90매,스트라이덱스,maskpack,지성,254,46,26,7,13,0.5652,0.1522,0.2826,비교적 신뢰 가능,high_negative_signal,선택 피부 타입 리뷰에서 부정 반응 비율이 상대적으로 높습니다. 구매 전 부정 리뷰를 먼저 확인하세요.,,"미백, 주름, 보습, 각질, 트러블",15,neg_review_text 샘플: [눈에들어가면 겁나따가운데 에센스도 듬뿍들었고 각질제거엔 요만한게없는거같아요여기에맛들여서 순한제품 밍숭해서 ?못쓰겟어요ㅋㅋㅋㅋ]
high_negative_signal_samples,oliveyoung::A000000114166,oliveyoung,A000000114166,[각질/피지] 스트라이덱스 센시티브 패드 90매,스트라이덱스,maskpack,복합성,254,12,6,2,4,0.5,0.1667,0.3333,참고 가능,high_negative_signal,선택 피부 타입 리뷰에서 부정 반응 비율이 상대적으로 높습니다. 구매 전 부정 리뷰를 먼저 확인하세요.,,"주름, 보습, 미백, 모공, 각질",2,neg_review_text 샘플: [진짜 거의 별 5개 주는데 이거 쓰고 피부 다 뒤집어지고 장벽 다 무너져서 지금까지 고생중임]
high_negative_signal_samples,oliveyoung::A000000177758,oliveyoung,A000000177758,"[추가증정] 넘버즈인 토너패드 증정 기획 중 택 1(1번, 5번)",넘버즈인,maskpack,건성,273,27,14,3,10,0.5185,0.1111,0.3704,비교적 신뢰 가능,high_negative_signal,선택 피부 타입 리뷰에서 부정 반응 비율이 상대적으로 높습니다. 구매 전 부정 리뷰를 먼저 확인하세요.,,"보습, 미백, 주름, 트러블, 각질",4,neg_review_text 샘플: [쌉별로 중고로 팔기도 미안해서 갖다버림 한달사용후기이전껄보시면개뚱쭝하게써뒀습니다]
high_negative_signal_samples,oliveyoung::A000000160796,oliveyoung,A000000160796,[더블기획] 라운드랩 자작나무 수분 패드 더블 기획 (80매+80매),라운드랩,maskpack,건성,278,11,6,1,4,0.5455,0.0909,0.3636,참고 가능,high_negative_signal,선택 피부 타입 리뷰에서 부정 반응 비율이 상대적으로 높습니다. 구매 전 부정 리뷰를 먼저 확인하세요.,,"보습, 각질, 미백, 트러블",1,"neg_review_text 샘플: [리뷰들이 좋기도 하고 라운드랩 제품이라 믿고 샀어요! 나*리 제품 다음으로 써보는 패드제품이라 엄청 기대했어요☺️☺️ 그런데 열자마자 너무 실망했네요... 물류 오면서 흔들리니까 그럴 수 있다고 생각해도 정말 와]"
high_negative_signal_samples,oliveyoung::A000000209219,oliveyoung,A000000209219,"[포니PICK / 3.0 런칭] 아이레놀 쌩얼크림 3종 50ml (SPF 50+,PA++++)",아이레놀,suncare,건성,261,8,5,1,2,0.625,0.125,0.25,참고 가능,high_negative_signal,선택 피부 타입 리뷰에서 부정 반응 비율이 상대적으로 높습니다. 구매 전 부정 리뷰를 먼저 확인하세요.,,"탄력, 미백, 모공, 보습, 각질",2,neg_review_text 샘플: [음 제품은 자극이 없고 그래요. 그런데 이거 바르고나면 당장은 괜찮은데 시간이 좀 지나면 되게 얼굴톤이 어두워져요ㅠㅠ 그리고 너무 기름져요! ㅠㅠ 제가 약한지성인데 너무 불편해요 ㅠㅠ기초를 빡세게 하지도 않거든요(기]
high_negative_signal_samples,oliveyoung::A000000226627,oliveyoung,A000000226627,[포켓몬 에디션] 케어플러스 슬리핑 코팩 카밍 4매/10매 대용량/포켓몬 에디션 2종,케어플러스,maskpack,복합성,261,30,20,1,9,0.6667,0.0333,0.3,비교적 신뢰 가능,high_negative_signal,선택 피부 타입 리뷰에서 부정 반응 비율이 상대적으로 높습니다. 구매 전 부정 리뷰를 먼저 확인하세요.,,"주름, 미백, 트러블, 홍조, 모공",5,neg_review_text 샘플: [전혀 도움이 안 되었고 코팩이 커서 학생분들이 사용하기엔 안 맞아요. 제대로 안 붙여지고 자고 일어나서 뗐는데 하나도 안 불었고 새로 올라온 애들만 떼어나가고 깊게 박힌건 딱히 효과 없어요~ 큰 애들도 효과 없음!!]
high_negative_signal_samples,oliveyoung::A000000253334,oliveyoung,A000000253334,[포켓몬 에디션] 닥터지 그린마일드 업 선 플러스 40ml 트리플 기획,닥터지,suncare,건성,256,22,14,2,6,0.6364,0.0909,0.2727,비교적 신뢰 가능,high_negative_signal,선택 피부 타입 리뷰에서 부정 반응 비율이 상대적으로 높습니다. 구매 전 부정 리뷰를 먼저 확인하세요.,,"모공, 보습, 주름, 미백, 홍조",7,"neg_review_text 샘플: [냄새가 심해요,, 발랐을 때 예쁘게 표현돼서 냄새 꾹 참고 바르고 다녔는데.. 점점 갈수록 냄새가 더 심해져요….]"
high_negative_signal_samples,oliveyoung::A000000166709,oliveyoung,A000000166709,[단독기획] 스킨푸드 패드 레시피 11종 모음,스킨푸드,maskpack,복합성,130,5,3,0,2,0.6,0.0,0.4,참고 가능,high_negative_signal,선택 피부 타입 리뷰에서 부정 반응 비율이 상대적으로 높습니다. 구매 전 부정 리뷰를 먼저 확인하세요.,,"미백, 트러블, 주름, 보습, 모공",1,"neg_review_text 샘플: [친구가 산건데, 완전 별로고 향도 복숭아라 쓰기 부담스럽고 색이있어서 피부안좋을것같데여 그리구 화장전에쓰기 별루라네용]"
